Date,Open,High,Low,Close,Adj Close,Volume,daily_return,Bollinger_Upper,Bollinger_Lower,RSI,MACD,Signal_Line,Earnings Estimate,Reported Earnings,Surprise
2021-01-04,131.042496,136.524994,129.625,131.134995,130.851608,56064000,,,,,0.0,0.0,,,
2021-01-05,130.997498,134.434998,130.869995,134.047501,133.757813,32276000,2.2209982926372884,,,,0.23233666096868433,0.04646733219373687,,,
2021-01-06,132.225006,132.449997,125.860001,126.144997,125.872398,58042400,-5.8953012484731175,,,,-0.2186800822720727,-0.006562150699425048,,,
2021-01-07,129.675003,133.777496,128.865005,133.440002,133.151642,46148000,5.7830315696150825,,,,0.012389022964072183,-0.002771915966725602,,,
2021-01-08,133.625,134.210007,130.419998,132.767502,132.48056,29252800,-0.5039718149884242,,,,0.13963816213242808,0.025710099653105136,,,
2021-01-11,134.1875,139.610001,133.625,136.214996,135.920639,51834400,2.596639951846047,,,,0.5127572294337313,0.12311952560923037,,,
2021-01-12,137.524994,137.544998,133.449997,134.847504,134.556061,29147600,-1.0039217708452841,,,,0.690155914875703,0.23652680346252491,,,
2021-01-13,134.899994,136.25,133.850006,135.317505,135.025116,21002800,0.34854260261281134,,,,0.858771421533902,0.36097572707680037,,,
2021-01-14,135.75,135.997498,131.804993,132.002502,131.717255,28312000,-2.449796129480819,,,,0.7166463350520473,0.43210984867184976,,,
2021-01-15,132.279999,133.252502,128.485001,128.595001,128.317093,27778000,-2.5813912224178837,,,,0.3253044201725288,0.4107487629719856,,,
2021-01-19,130.162506,130.940002,128.440002,130.252502,129.971024,22618800,1.2889311303788453,,,,0.14721263592022638,0.35804153756163376,,,
2021-01-20,131.117493,134.304993,130.567505,133.657501,133.368668,25857200,2.614152471328346,,,,0.2776282506978305,0.34195888018887316,,,
2021-01-21,134.184998,139.992493,132.529999,138.675003,138.375336,33778000,3.7539995604137566,,,,0.7768984417549518,0.4289467925020889,,,
2021-01-22,137.399994,138.417496,136.272507,137.125,136.828659,24682000,-1.117723429939288,,,57.06035295464679,1.0355640394007821,0.5502702418818276,,,
2021-01-25,137.817505,138.285004,132.365005,136.532501,136.237442,25111200,-0.4320867821330898,,,56.274344370974845,1.179156094087375,0.6760474123229372,,,
2021-01-26,135.804993,136.447495,133.875,134.352493,134.062149,16398000,-1.596695280635041,,,50.360681070762226,1.1043155432682,0.7617010385119898,,,
2021-01-27,132.300003,132.327499,127.9375,129.177505,128.898346,37127200,-3.851799013509938,,,53.83352292103132,0.6202754360079723,0.7334159180111863,,,
2021-01-28,129.962494,133.397507,129.604996,130.509995,130.227951,22831600,1.0315186068967641,,,45.638570024794035,0.3402685663766363,0.6547864476842764,,,
2021-01-29,130.75,133.347504,129.115005,129.897507,129.616806,27155200,-0.4693035196269957,,,45.720254021111664,0.0681528187580227,0.5374597218990257,,,
2021-02-01,130.532501,132.707504,129.027496,132.369995,132.083939,21720400,1.9034145127973856,139.23148018951352,126.4747705104865,44.09460087544868,0.05141555986872959,0.4402508894929665,,,
2021-02-02,133.987503,135.720001,132.854996,135.567505,135.274521,22044000,2.4155851936082717,139.50952034112814,126.63998135887188,51.04697018736177,0.29278841333299965,0.41075839426097316,,,
2021-02-03,136.360001,139.317505,135.164993,135.304993,135.012604,24540800,-0.193639323818795,139.63666829945646,126.63858260054356,49.981695555659826,0.4576204505106318,0.4201308055109049,,,
2021-02-04,135.309998,136.735001,133.377502,136.642502,136.347214,20134000,0.9885141489198501,139.4391474551472,127.88585394485274,57.20496939161301,0.688243186755102,0.47375328175974435,,,
2021-02-05,137.25,137.372498,135.457504,135.910004,135.616302,16915200,-0.5360689311734168,139.6476073096854,127.92439429031455,62.38781412156034,0.8026543996331839,0.5395335053344323,,,
2021-02-08,137.272507,144.737503,137.272507,144.387497,144.07547,43462400,6.237578361045459,141.8756722292386,126.85832887076141,69.44559094215656,1.5594130034592126,0.7435094049593884,,,
2021-02-09,143.407501,145.832504,142.225006,142.632507,142.32428,28756000,-1.2154722787389272,143.03116841565677,126.3445837843432,62.93415721433802,1.9945447528561715,0.9937164745387451,,,
2021-02-10,144.632507,149.050003,143.414993,147.642502,147.323441,48535200,3.5125197652173368,145.48700076430777,125.1682512356922,62.92613549139973,2.712387807194432,1.3374507410698824,,,
2021-02-11,149.802505,152.722504,149.25,152.507507,152.177948,45082800,3.2951250040452518,148.92442858571104,123.44982361428896,70.23882366813334,3.6319816211951377,1.7963569170949336,,,
2021-02-12,150.5,152.912506,147.75,149.612503,149.2892,37475600,-1.8982698340220039,150.96846833347658,123.1667839665234,66.22628599375489,4.080130511125077,2.2531116359009626,,,
2021-02-16,150.642502,153.725006,149.5,153.302505,152.971207,32196000,2.4663727469354635,153.3756087124928,123.23039398750717,72.65936229731297,4.679106233877889,2.738310555496348,,,
2021-02-17,151.710007,152.235001,147.800003,149.059998,148.737854,27475600,-2.7674087908739597,154.54619964040378,123.94055265959621,74.31663594079917,4.756632452742593,3.1419749349455968,,,
2021-02-18,147.289993,148.732498,145.75,148.289993,147.969559,23386800,-0.5165738698050926,155.55009366232213,124.39990783767786,72.04860534990989,4.701740829884528,3.4539281139333835,,,
2021-02-19,150.244995,151.770004,148.467499,149.264999,148.942444,27172400,0.6574995252713878,156.6047025029764,124.40429859702363,73.80320847349587,4.68293173699135,3.699728838544977,,,
2021-02-22,147.747498,151.332504,143.25,143.557495,143.247284,32588400,-3.823739013323546,156.89904656495267,124.75320403504733,62.73693836221244,4.1595290603714545,3.7916888829102726,,,
2021-02-23,140.752502,142.387497,133.895004,141.419998,141.114395,39178000,-1.4889483826671657,157.0166753010808,125.12432499891916,56.827847299728674,3.5315411164627335,3.739659329620765,,,
2021-02-24,141.227493,145.067505,137.559998,144.990005,144.676666,44832000,2.524400403399807,157.31295180149587,125.89179969850417,60.489556357191816,3.284069170477693,3.6485412977921508,0.7,0.78,+10.33
2021-02-25,140.455002,143.747498,132.162506,133.074997,132.787415,82443600,-8.217813358927739,156.94553288165116,126.64896781834881,46.85640949932414,2.102270635355751,3.3392871653048712,,,
2021-02-26,137.524994,138.544998,133.610001,137.145004,136.848633,50093200,3.0584310289332617,156.50752863564833,127.75047296435167,51.02779575842423,1.4770755250994796,2.9668448372637934,,,
2021-03-01,138.75,139.25,135.532501,138.417496,138.118393,35318400,0.9278442253718655,155.8734568904387,129.23654360956127,44.35461207973995,1.0719268600827263,2.58786124182758,,,
2021-03-02,139.0,139.205002,133.960007,134.0625,133.772797,26411600,-3.1462756702375305,155.70469435183693,129.57455664816305,42.2757984740343,0.39487991330233285,2.1492649761225304,,,
2021-03-03,134.262497,134.514999,127.987503,128.047501,127.770798,37759200,-4.486712540792537,156.56043245580906,127.96681814419094,32.6531626509677,-0.6198990098253887,1.5954321789329466,,,
2021-03-04,128.007507,129.75,120.837502,123.702499,123.435173,57334400,-3.3932735633786515,157.9720548845037,125.3949463154963,24.262875742252902,-1.7544991916510924,0.925445904816139,,,
2021-03-05,125.5,125.5,116.792503,124.614998,124.345703,54284000,0.7376560759698059,158.9644590798247,123.19979172017527,26.844527216333745,-2.550644722236484,0.23022777940561434,,,
2021-03-08,124.5,124.712502,115.665001,115.932503,115.681976,54311200,-6.967455875576068,161.1332783009744,119.03322239902562,18.31440835092758,-3.837958973011496,-0.5834095710778078,,,
2021-03-09,121.302498,126.167503,120.592499,125.202499,124.97506,52182400,7.996028516696474,161.0772976659839,117.17070323401606,31.36060459099403,-4.063314229624268,-1.2793905027871,,,
2021-03-10,128.404999,129.800003,124.574997,124.682503,124.456001,38437600,-0.4153239784774665,161.02717695653322,115.4258235434668,31.48359659697421,-4.235050202986116,-1.8705224428269034,,,
2021-03-11,129.5,130.462494,127.345001,129.934998,129.698944,29991600,4.212696147108952,159.9768988443168,114.70535125568325,35.791986042541765,-3.902336048748424,-2.2768851640112078,,,
2021-03-12,126.482498,128.887497,125.900002,128.559998,128.326447,24396400,-1.0582214346899876,157.91873091714817,114.36876828285185,38.22663611089215,-3.7068781096875796,-2.5628837531464823,,,
2021-03-15,128.647507,132.067505,127.672501,131.912506,131.672867,22198800,2.6077380617258505,156.14966045818647,114.3678390418135,42.67612217386282,-3.2440613869511594,-2.699119279907418,,,
2021-03-16,133.565002,135.125,131.167496,132.912506,132.671051,27212800,0.7580782371005901,153.33558930475579,115.14291029524418,40.31281302891024,-2.7647142521924195,-2.7122382743644184,,,
2021-03-17,130.397507,134.532501,129.895004,133.412506,133.170151,24386400,0.37618732431392576,151.23308694842376,115.68066345157627,50.33139486417445,-2.317764625219695,-2.633343544535474,,,
2021-03-18,131.365005,131.839996,127.169998,127.224998,126.993881,29389600,-4.6378770517960355,148.9317405948229,115.87551030517707,40.64855899471769,-2.4347675257371293,-2.593628340775805,,,
2021-03-19,127.5,129.214996,126.125,128.457504,128.224152,29920800,0.9687608719789464,145.92503679446295,116.801464605537,40.603781132075476,-2.400370259467479,-2.55497672451414,,,
2021-03-22,129.127502,133.945007,129.067505,131.862503,131.622971,29780400,2.6506812712163486,144.17078233844967,117.38621986155034,47.886650458022075,-2.0744423356440507,-2.4588698467401224,,,
2021-03-23,132.542496,133.445007,130.212494,130.707504,130.470078,22204800,-0.8759116304655645,142.66487210868857,117.82088069131143,52.81839672695081,-1.8875820040371423,-2.3446122781995267,,,
2021-03-24,131.512497,131.592499,126.3675,126.43,126.200325,24584000,-3.2725772194379887,139.70505296632084,118.92469933367911,52.89405348887967,-2.06089594361535,-2.2878690112826914,,,
2021-03-25,124.995003,127.147499,122.720001,125.352501,125.124779,29514400,-0.8522494661077351,139.30453275218025,118.55296994781982,50.77980747768358,-2.2591515607365693,-2.2821255211734672,,,
2021-03-26,125.544998,128.5625,123.735001,128.392502,128.159271,36396800,2.4251618242543183,138.11916020568793,118.86309229431208,64.95977393306487,-2.146227516478433,-2.2549459202344604,,,
2021-03-29,128.202499,130.625,127.0,129.482498,129.247253,27352000,0.848956117390709,136.48960199425622,119.59915070574382,56.39473717788407,-1.9463445813305498,-2.193225652453678,,,
2021-03-30,128.419998,129.752502,127.050003,128.717499,128.483658,20020400,-0.5908126672069525,135.7452939149825,119.80895868501752,55.98486253965959,-1.8285861383362771,-2.1202977496301982,,,
2021-03-31,130.154999,134.705002,129.824997,133.482498,133.240021,31477600,3.7019045871921286,136.41656785276433,119.68118444723571,55.338999289578204,-1.3353727811374938,-1.9633127559316574,,,
2021-04-01,135.722504,138.699997,135.112503,138.117493,137.866608,30827600,3.472361597548179,137.9998189185799,119.53943278142012,63.098734453956055,-0.5639909453705059,-1.6834483938194273,,,
2021-04-05,138.675003,140.139999,137.330002,139.875,139.620911,25567200,1.2724724159306922,139.78325595665123,119.28199594334878,61.4116678770329,0.18699527861068077,-1.3093596593334058,,,
2021-04-06,139.997498,140.542496,137.735001,138.615005,138.36319,19174400,-0.9008007149240438,139.50339358801054,121.8301085119895,58.11223823072287,0.6727313768454053,-0.9129414520976437,,,
2021-04-07,138.807495,142.434998,137.115005,141.434998,141.17804,25128400,2.034406736846428,141.14472658342243,121.81202541657758,60.70593447654634,1.2705840990880404,-0.47623634186050684,,,
2021-04-08,142.527496,144.714996,142.490005,143.169998,142.909912,24441600,1.2267119344817168,142.83804356053636,121.96745793946367,74.14812034484213,1.8629121965819877,-0.008406634172007932,,,
2021-04-09,142.139999,144.080002,141.75,144.0,143.738403,19517200,0.5797317954841397,144.67517967421125,121.53682202578878,73.82905591256946,2.371968133973752,0.46766831945714404,,,
2021-04-12,142.897507,153.524994,141.392502,152.089996,151.813705,86932400,5.618052777777782,148.40833306504206,120.15666843495795,77.11643023651597,3.3891259637368307,1.0519598483130814,,,
2021-04-13,152.315002,157.0,151.257507,156.794998,156.510162,67621200,3.0935644182671806,152.80484190772918,118.24840879227084,81.93280086158543,4.522749768095537,1.7461178322695727,,,
