,Date,Open,High,Low,Close,Adj Close,Volume,daily_return,Bollinger_Upper,Bollinger_Lower,RSI,MACD,Signal_Line,Earnings Estimate,Reported Earnings,Surprise,diff_macd_sinal_line
447,2022-10-12,115.790001,117.349998,113.449997,115.0,114.929695,49259000,-0.7422760163794506,137.72922373047857,113.87977526952147,37.419965317049225,-7.630524512167497,-7.847796219375911,,,,0.21727170720841382
448,2022-10-13,109.709999,120.779999,108.129997,119.599998,119.526886,85010300,3.999998260869564,137.43434836851225,113.20565113148774,43.99826640759931,-7.342138535580801,-7.746664682616889,,,,0.4045261470360879
449,2022-10-14,120.57,121.110001,112.040001,112.269997,112.20137,71343200,-6.128763480414101,137.34154785166916,111.32745174833084,40.14181328672943,-7.617253436709987,-7.720782433435509,,,,0.10352899672552152
450,2022-10-17,115.18,119.480003,115.169998,118.879997,118.80732,58077400,5.887592568475797,136.0034248063513,111.17157379364872,45.27282532947327,-7.218699545153527,-7.620365855779114,,,,0.4016663106255871
451,2022-10-18,123.440002,124.919998,116.18,119.669998,119.596855,65936200,0.6645365241723544,134.890413844733,111.07558505526704,42.75757795795612,-6.7611578176360325,-7.448524248150498,,,,0.6873664305144658
452,2022-10-19,118.790001,123.5,118.339996,120.510002,120.436333,52313100,0.7019336626043815,133.42433270634416,111.33166629365589,48.26738243463014,-6.258625856559519,-7.210544569832303,,,,0.951918713272784
453,2022-10-20,121.129997,127.690002,121.050003,121.940002,121.865456,65239800,1.1866234970272505,133.13620711117227,111.25279198882777,50.55679594392363,-5.6795067889746775,-6.904337013660778,,,,1.2248302246861007
454,2022-10-21,120.980003,124.980003,118.870003,124.660004,124.583801,60949400,2.2306068192454065,133.0849311781079,111.25406792189207,49.52459792523749,-4.944077083157779,-6.5122850275601785,,,,1.568207944402399
455,2022-10-24,125.080002,127.099998,120.639999,125.989998,125.912987,51745700,1.0668971260421325,133.40362284726788,111.30637615273211,43.41983226411016,-4.20544657195471,-6.050917336439085,,,,1.845470764484375
456,2022-10-25,126.940002,133.0,126.639999,132.610001,132.528931,50548200,5.254387733223087,134.72855407292434,110.82944532707567,50.52674737696004,-3.050730729024039,-5.450880014956076,,,,2.400149285932037
457,2022-10-26,128.690002,133.880005,127.080002,128.960007,128.88118,53295300,-2.7524273979909086,134.95817407795872,110.75982592204129,47.75948295672155,-2.4024402796735416,-4.84119206789957,,,,2.4387517882260283
458,2022-10-27,136.300003,138.380005,131.220001,131.759995,131.679459,58311300,2.171206457828445,136.0655530691098,110.60844673089018,62.36510365886573,-1.6437813090465312,-4.201709916128962,,,,2.557928607082431
459,2022-10-28,131.039993,138.5,130.610001,138.339996,138.255417,52104000,4.993929303048317,138.5225996902333,109.84639980976664,73.02128385876225,-0.5057574624407692,-3.462519425391324,,,,2.9567619629505546
460,2022-10-31,137.779999,138.380005,132.970001,134.970001,134.887497,48634100,-2.436023635565243,139.80530021104016,109.54869908895984,69.29134559346295,0.1227887702268617,-2.7454577862676866,,,,2.8682465564945483
461,2022-11-01,138.110001,139.25,135.190002,135.429993,135.347198,43281700,0.3408105479676182,140.44588500283896,109.284113797161,70.79178122080381,0.6505347386106166,-2.0662592812920257,,,,2.7167940199026424
462,2022-11-02,138.5,142.100006,132.110001,132.190002,132.109192,67262800,-2.3923733053726197,140.46070927476094,109.27929012523904,63.177740172559446,0.7981366028587331,-1.493380104461874,,,,2.291516707320607
463,2022-11-03,130.429993,137.809998,129.559998,134.210007,134.12796,50006500,1.5281072467190129,140.91022565034427,109.12077414965576,75.8361110476526,1.065823515271262,-0.9815393805152468,,,,2.0473628957865087
464,2022-11-04,139.860001,142.289993,136.970001,141.559998,141.47345,61257600,5.476485073128723,143.43080050041087,108.68019889958912,76.25002485534647,1.849727660149796,-0.4152859723822384,,,,2.2650136325320345
465,2022-11-07,142.279999,144.119995,139.539993,143.009995,142.922577,41006100,1.0242985451299536,145.72052304379088,109.02147615620908,76.60740980662607,2.558487333087072,0.1794686887116237,,,,2.3790186443754484
466,2022-11-08,148.009995,148.910004,142.160004,146.020004,145.930756,59529200,2.1047542865797464,148.17803047401955,109.57996902598042,77.71021405579256,3.3247415003959304,0.8085232510484851,,,,2.516218249347445
467,2022-11-09,141.619995,142.110001,137.589996,137.759995,137.675781,45441400,-5.656765356615113,148.53864749796003,111.49535150203998,64.96405758527561,3.228276195576427,1.2924738399540736,,,,1.9358023556223536
468,2022-11-10,148.0,157.729996,145.470001,157.5,157.403717,70081900,14.32927244226454,153.45498111829485,110.36901808170516,73.49743003625042,4.690609746551729,1.9721010212736048,,,,2.7185087252781246
469,2022-11-11,158.070007,163.889999,154.820007,163.270004,163.170212,65548700,3.6634946031746103,158.17937705014833,110.74462284985168,75.08074140597229,6.243143648352287,2.826309546689341,,,,3.416834101662946
470,2022-11-14,162.179993,165.399994,159.220001,162.949997,162.850372,52785200,-0.1959986477369169,162.3911795365941,110.93982036340584,72.30226503421315,7.362841803343002,3.7336159980200736,,,,3.6292258053229287
471,2022-11-15,167.220001,169.979996,163.820007,166.660004,166.558121,54587600,2.2767763536687857,166.71269332091907,111.31730717908094,77.68801149106915,8.452146137841822,4.677322025984424,,,,3.7748241118573986
472,2022-11-16,161.619995,163.619995,158.729996,159.100006,159.002731,64954700,-4.536180138337198,168.5908898866753,113.29811101332469,68.76716561725945,8.606192187516484,5.463096058290836,0.69,0.58,-16.47,3.143096129225648
473,2022-11-17,157.149994,162.660004,155.350006,156.770004,156.674164,71089400,-1.4644889453995449,169.67197227220166,115.70002882779838,63.43490652837324,8.442938167318403,6.05906448009635,,,,2.383873687222053
474,2022-11-18,159.660004,160.020004,151.199997,154.089996,153.995789,49207200,-1.7095158076286032,170.19779694132524,118.11720335867471,64.0795198529014,8.005026964401708,6.448256976957421,,,,1.5567699874442864
475,2022-11-21,151.470001,154.770004,150.800003,153.169998,153.07637,40473900,-0.5970523874892053,170.37479489518324,120.65820540481675,62.97542199768751,7.497318609245866,6.658069303415111,,,,0.8392493058307551
476,2022-11-22,153.279999,160.580002,151.220001,160.380005,160.281967,47286600,4.707192723212028,171.8300576377615,121.97994306223848,69.48706254815514,7.589259133163722,6.844307269364834,,,,0.7449518637988879
477,2022-11-23,160.979996,165.270004,160.479996,165.190002,165.089005,42724100,2.999125109143108,173.41538418267766,124.01761601732238,70.6203267546227,7.958508487992077,7.067147513090283,,,,0.8913609749017937
478,2022-11-25,163.179993,164.869995,161.720001,162.699997,162.60054,16793400,-1.5073581753452636,174.3589970060678,126.16800339393224,65.04410977315945,7.958478284646873,7.245413667401602,,,,0.713064617245271
479,2022-11-28,160.259995,163.570007,157.25,158.270004,158.173248,30374100,-2.7227984521720705,174.92383256188376,127.59616863811628,60.41780365275288,7.514369956844831,7.299204925290248,,,,0.21516503155458366
480,2022-11-29,158.270004,159.320007,155.199997,156.389999,156.294403,29838400,-1.1878466876136584,174.79923520320182,129.8627657967982,57.19039559606432,6.9308160822780565,7.225527156687811,,,,-0.2947110744097543
481,2022-11-30,156.970001,169.300003,155.970001,169.229996,169.169815,56529800,8.210241755932234,176.21968456061057,131.8223167393894,70.5176603588109,7.418905359101444,7.264202797170538,,,,0.1547025619309066
482,2022-12-01,169.990005,172.649994,166.350006,171.350006,171.289063,47097700,1.252738905696127,176.94382890821615,135.0141727917838,61.723376578833424,7.885883164486188,7.388538870633668,,,,0.4973442938525201
483,2022-12-02,166.589996,169.330002,164.449997,168.759995,168.699982,37138900,-1.5115324828176568,176.72183316766717,138.69116733233284,54.91142116632757,7.955270787913093,7.5018852540895535,,,,0.4533855338235391
484,2022-12-05,166.789993,169.949997,164.720001,166.100006,166.040939,35225500,-1.5761964202475776,176.68707412329297,141.179927176707,52.70479781848634,7.706783099282774,7.542864823128198,,,,0.16391827615457544
485,2022-12-06,165.300003,165.729996,158.190002,159.869995,159.813141,35269400,-3.750759045728158,175.87001370779768,143.68298759220232,44.41151807807308,6.92729149025007,7.419750156552573,,,,-0.492458666302503
486,2022-12-07,157.720001,161.860001,156.669998,161.199997,161.14267,37238800,0.8319272168614278,175.27191459267277,145.79908600732722,51.92588926254356,6.343732224025018,7.204546570047063,,,,-0.8608143460220443
487,2022-12-08,162.729996,171.789993,159.589996,171.690002,171.628952,51545600,6.507447391577803,173.2788487570782,151.18515254292174,61.9017142267846,6.651043941666103,7.093846044370872,,,,-0.4428021027047695
488,2022-12-09,171.600006,175.830002,169.75,170.009995,169.949524,46533800,-0.9785118413592864,174.18921109392247,151.52578970607752,62.90530921698375,6.682002205439972,7.011477276584692,,,,-0.32947507114471986
489,2022-12-12,170.369995,175.380005,167.970001,175.350006,175.287643,45732800,3.140998268954709,176.0983941387081,150.8246068612919,66.77760304266033,7.05609286559968,7.02040039438769,,,,0.03569247121199037
490,2022-12-13,185.309998,187.899994,177.110001,180.720001,180.655731,65658900,3.062443579271945,179.1492765396169,149.55072486038313,65.82631806100082,7.697148193467228,7.155749954203598,,,,0.5413982392636303
491,2022-12-14,179.869995,182.520004,174.199997,176.740005,176.677155,49688800,-2.202299677942121,180.6382964486805,149.06970505131952,59.10452172682794,7.794190171785459,7.283437997719971,,,,0.5107521740654883
492,2022-12-15,171.460007,173.199997,167.0,169.520004,169.459732,47854200,-4.085097202526389,181.04708960941443,149.70291169058558,55.0029369850804,7.205443036031568,7.26783900538229,,,,-0.06239596935072189
493,2022-12-16,168.639999,170.410004,164.100006,165.710007,165.651062,47823200,-2.2475205934988085,180.96162012287223,150.6823814771277,55.50784640523664,6.358129217010344,7.085897047707901,,,,-0.727767830697557
494,2022-12-19,165.720001,166.089996,161.449997,162.539993,162.482193,35403900,-1.9129888758015576,180.4482797172179,152.04072158278214,54.46752134961527,5.368943436101858,6.742506325386692,,,,-1.373562889284834
495,2022-12-20,160.639999,163.100006,158.520004,160.850006,160.792801,40326000,-1.0397361097462363,179.71532601047565,153.54167608952437,42.73579683618784,4.397942013041359,6.273593462917626,,,,-1.8756514498762673
496,2022-12-21,161.139999,166.270004,161.020004,165.009995,164.951309,32502500,2.586253555999241,179.64167089155694,154.07833020844305,44.69188763599606,3.9189178894122847,5.802658348216558,,,,-1.8837404588042732
497,2022-12-22,160.940002,161.380005,148.820007,153.389999,153.335449,56504500,-7.0419952439850775,180.39502673425497,152.14497406574506,38.82182109090908,2.572002808057192,5.156527240184685,,,,-2.584524432127493
498,2022-12-23,151.960007,153.389999,148.830002,152.059998,152.00592,34932600,-0.8670715227007575,181.1701713412336,150.30582955876636,39.587655368557336,1.381319940237006,4.4014857801951495,,,,-3.0201658399581435
499,2022-12-27,150.740005,151.0,140.559998,141.210007,141.15979,46490200,-7.13533548777241,183.593404758791,146.17659644120897,37.048868633966535,-0.4328191378584165,3.4346247965844365,,,,-3.867443934442853
500,2022-12-28,139.270004,142.619995,138.839996,140.360001,140.310074,35106600,-0.6019445916463861,185.501561675203,142.665439724797,35.43879460250389,-1.91702750801457,2.3642943356646358,,,,-4.281321843679206
501,2022-12-29,144.020004,146.830002,142.270004,146.029999,145.978073,35492300,4.039610971504626,185.6415153222765,140.20548637772347,30.77614082315776,-2.60571482357264,1.3702925038171805,,,,-3.9760073273898207
502,2022-12-30,143.339996,146.289993,142.330002,146.139999,146.088028,31049000,0.075326988121116,185.19535934157537,138.13064165842465,31.68635676468344,-3.106814973100228,0.4748710084336986,,,,-3.5816859815339264
503,2023-01-03,148.509995,149.960007,140.960007,143.149994,143.099075,40127700,-2.0459867390583475,185.0486377161568,135.71636318384324,24.37120001446671,-3.702528423891323,-0.3606088780313056,,,,-3.3419195458600175
504,2023-01-04,145.669998,148.529999,142.410004,147.490005,147.437561,43132400,3.03179265239788,184.60917796158463,134.29482283841534,23.1105354407555,-3.7808497266605343,-1.0446570477571515,,,,-2.736192678903383
505,2023-01-05,144.910004,145.639999,141.479996,142.649994,142.599274,38916800,-3.281585758980754,184.84283054772044,132.33917015227956,22.793290350310716,-4.185223707728568,-1.6727703797514348,,,,-2.5124533279771333
506,2023-01-06,144.740005,150.100006,140.339996,148.589996,148.537155,40504400,4.164039432066158,184.55201423997815,131.36898636002178,32.94769001822519,-3.980499758904671,-2.134316255582082,,,,-1.8461835033225893
507,2023-01-09,152.839996,160.559998,151.410004,156.279999,156.224411,50423100,5.175316782429951,182.9876637437658,131.3923365562342,42.77394178030369,-3.161294149325755,-2.3397118343308163,,,,-0.8215823149949388
508,2023-01-10,155.070007,159.619995,154.720001,159.089996,159.033417,38410100,1.7980528653573913,181.7522407014737,131.53575969852625,47.34165729734894,-2.259280943537988,-2.3236256561722506,,,,0.06434471263426245
509,2023-01-11,158.399994,160.279999,155.630005,160.009995,159.953094,35328500,0.578288404759264,179.47076439838114,132.2832349016189,49.34496968021323,-1.4534384154303268,-2.1495882080238657,,,,0.6961497925935389
510,2023-01-12,161.0,166.369995,154.919998,165.110001,165.051285,55140900,3.1873046430630936,176.12306046752582,134.06993883247418,50.07685671690325,-0.3986788231473497,-1.7994063310485626,,,,1.400727507901213
511,2023-01-13,162.779999,169.220001,161.649994,168.990005,168.929916,44728700,2.3499509275637376,174.29222166427746,135.1257776357225,63.60781293325822,0.7417591118110636,-1.2911732424766376,,,,2.032932354287701
512,2023-01-17,168.990005,177.279999,168.990005,177.020004,176.957047,51110200,4.751759726854843,176.09647635182387,134.0715229481761,69.493903095831,2.267381241914564,-0.5794623455983974,,,,2.846843587512961
513,2023-01-18,176.669998,178.729996,172.820007,173.770004,173.708206,43962400,-1.8359506985436536,177.63599919332697,133.33799980667305,78.8549923244473,3.1775708738541653,0.1719442982921151,,,,3.00562657556205
514,2023-01-19,170.360001,171.970001,167.309998,167.649994,167.590378,45293200,-3.521902433748003,178.3472708330545,133.1377282669455,72.11863599710455,3.36626484903357,0.8108084084404061,,,,2.5554564405931637
515,2023-01-20,170.110001,178.559998,168.25,178.389999,178.326553,56496700,6.406206611614906,181.3222565320754,131.91674186792463,74.23605062500549,4.33249255210535,1.515145237173395,,,,2.817347314931955
516,2023-01-23,180.639999,192.449997,178.179993,191.929993,191.86174,65516300,7.590108232468795,187.12484636761744,128.80615183238254,78.55092139490729,6.120248905770097,2.436165970892736,,,,3.6840829348773614
517,2023-01-24,188.270004,194.949997,188.199997,192.649994,192.581482,49620400,0.3751373033187066,192.83596850926116,127.02102919073889,81.76332990169588,7.508602266552771,3.4506532300247432,,,,4.0579490365280275
518,2023-01-25,189.130005,193.699997,185.800003,193.229996,193.161285,44953700,0.3010651534201436,197.84082590260203,126.13317159739805,80.83870728590425,8.557043352447437,4.471931254509283,,,,4.085112097938154
519,2023-01-26,197.009995,201.660004,192.779999,198.020004,197.949585,48953500,2.47891533362139,202.6955122381785,126.9594849618215,87.35662365809324,9.663064290371182,5.510157861681662,,,,4.152906428689519
520,2023-01-27,194.619995,206.279999,194.050003,203.649994,203.577576,54214200,2.843142049426484,207.78007427353936,128.2039222264606,87.30351258179908,10.868600531874192,6.581846395720168,,,,4.286754136154023
521,2023-01-30,199.5,201.399994,191.5,191.619995,191.551865,48861100,-5.907193397707644,209.98550897404755,130.5574871259525,72.61325164338976,10.729592247788249,7.411395566133784,,,,3.318196681654465
522,2023-01-31,191.699997,196.869995,189.5,195.369995,195.300507,49801700,1.9569982767195129,212.25151670648432,133.21447899351568,72.93879059231865,10.79755336711932,8.088627126330891,,,,2.708926240788429
523,2023-02-01,196.910004,211.919998,196.110001,209.429993,209.355515,66047700,7.196600481051352,216.2307906910516,135.8632049089484,76.79461582396601,11.84934549916366,8.840770800897445,,,,3.008574698266214
524,2023-02-02,210.0,219.490005,207.0,217.089996,217.012787,56427600,3.6575482290160943,221.32052411868517,137.7334705813149,77.42139052038323,13.149418257897397,9.702500292297437,,,,3.44691796559996
525,2023-02-03,210.0,217.449997,207.889999,211.0,210.924957,42936600,-2.805286338482416,223.19076595064,142.69822934935996,71.65686814842415,13.532331214080244,10.468466476653996,,,,3.0638647374262487
526,2023-02-06,208.059998,215.699997,207.860001,210.889999,210.815002,45219700,-0.052133175355451,224.72275324056605,147.39624235943396,69.01313143491724,13.669344633151384,11.108642107953475,,,,2.560702525197909
527,2023-02-07,213.820007,222.589996,211.5,221.729996,221.651154,66415000,5.140119043767455,228.4590661204636,150.20492917953644,74.80860232532163,14.485644427202544,11.784042571803289,,,,2.7016018553992556
528,2023-02-08,223.869995,228.779999,220.080002,222.050003,221.971024,55965100,0.1443228276610808,231.4930771831085,153.46691881689145,79.93617015258451,14.98564460285857,12.424362978014344,,,,2.561281624844227
529,2023-02-09,226.059998,230.199997,221.199997,223.369995,223.290558,52387600,0.5944570962243878,233.84075837691617,157.45523762308378,77.61542401013122,15.311904562670463,13.00187129494557,,,,2.3100332677248936
530,2023-02-10,216.899994,220.779999,208.110001,212.649994,212.574371,55073700,-4.7992126247753175,234.0725073828965,161.97748791710347,63.17731004689073,14.53786992648125,13.309071021252706,,,,1.228798905228544
531,2023-02-13,215.380005,220.479996,209.619995,217.880005,217.802536,47491900,2.4594456372286637,234.8173711424809,166.12162415751908,65.1750327694555,14.182967656800429,13.483850348362251,,,,0.6991173084381774
532,2023-02-14,215.779999,230.490005,213.660004,229.710007,229.628311,67547400,5.429595065412252,237.95784234430275,168.25015325569726,69.32613322069646,14.686984925206616,13.724477263731124,,,,0.9625076614754917
533,2023-02-15,225.490005,228.550003,221.059998,227.639999,227.559036,42057500,-0.9011396704193264,239.410427775938,172.184567324062,66.15753512123416,14.749368358570962,13.929455482699092,,,,0.8199128758718697
534,2023-02-16,221.330002,225.5,219.270004,220.020004,219.941757,41202600,-3.3473884350175176,237.35006061165512,179.4819354883449,58.73999372771023,14.022297449000916,13.94802387595946,,,,0.07427357304145588
535,2023-02-17,216.309998,217.399994,209.75,213.880005,213.80394,46588800,-2.790654889725386,235.49671815642805,184.884278543572,62.682319657894304,12.803056246927497,13.719030350153066,,,,-0.9159741032255688
536,2023-02-21,210.0,214.940002,206.179993,206.550003,206.476547,41001500,-3.427156269236109,234.81178549263456,187.03121220736537,56.1199948167294,11.117177011719804,13.198659682466417,,,,-2.081482670746613
537,2023-02-22,207.070007,211.039993,204.210007,207.539993,207.466202,51318400,0.4792979838397881,234.03864948731257,189.2933481126874,48.79264092026877,9.748613542406446,12.508650454454422,0.81,0.88,8.75,-2.760036912047976
538,2023-02-23,234.399994,238.880005,230.25,236.639999,236.555847,111799500,14.0213968302485,237.0840757922086,190.58892210779135,59.80343076297245,10.886649895025217,12.18425034256858,,,,-1.2976004475433633
539,2023-02-24,232.25,234.740005,229.470001,232.860001,232.777191,58971600,-1.5973622447488125,239.0560470271818,192.10095057281816,61.221765390185965,11.352671129754754,12.017934500005817,,,,-0.6652633702510631
540,2023-02-27,236.699997,238.800003,234.539993,235.009995,234.926407,45299400,0.9232989739616172,241.44420881694435,192.8487888830557,62.12791407626884,11.759921805058468,11.966331961016346,,,,-0.2064101559578777
541,2023-02-28,233.720001,238.25,232.059998,232.160004,232.077454,45596300,-1.212710548757734,241.15879195514265,197.1882066448574,55.70257433362818,11.717626934654731,11.916590955744024,,,,-0.19896402108929223
542,2023-03-01,231.919998,232.559998,225.080002,226.979996,226.899277,46002600,-2.231223255836945,239.8950390730896,201.61295962691045,52.55943990944159,11.1377357064506,11.76081990588534,,,,-0.6230841994347394
543,2023-03-02,224.880005,233.800003,224.320007,233.139999,233.057083,38941500,2.7138968669291774,241.06442858016405,202.81457071983587,54.829462791540266,11.047875459778425,11.618231016663955,,,,-0.5703555568855307
544,2023-03-03,233.199997,239.0,231.300003,238.899994,238.815033,41239300,2.47061637844479,243.4350076482725,202.6249914517276,63.64486924535047,11.31105719859903,11.556796253050972,,,,-0.245739054451942
545,2023-03-06,238.910004,242.479996,234.869995,235.539993,235.456223,43742900,-1.4064466657123464,244.56722049348568,203.9467779065144,59.36174167614435,11.120318513075604,11.4695007050559,,,,-0.34918219198029554
546,2023-03-07,236.0,241.25,232.410004,232.880005,232.836731,51515400,-1.1293147996314978,244.98945079805057,205.72354820194943,51.861420328258944,10.631959320564905,11.3019924281577,,,,-0.6700331075927952
547,2023-03-08,234.869995,242.0,234.240005,241.809998,241.76506,51357300,3.834589835224356,247.22752950203088,205.49346969796912,57.70025252591398,10.840543903976029,11.209702723321367,,,,-0.3691588193453388
548,2023-03-09,241.75,244.539993,233.830002,234.360001,234.316452,50125700,-3.0809300945447204,248.03302127972032,205.91897772027968,57.807057091104085,10.28612415703057,11.02498701006321,,,,-0.7388628530326393
549,2023-03-10,234.089996,236.270004,227.259995,229.649994,229.607315,47486600,-2.0097316009142774,248.3078682806186,206.2721306193813,58.72137689942679,9.35880186917268,10.691749981885105,,,,-1.3329481127124243
550,2023-03-13,227.520004,232.979996,222.970001,229.660004,229.617325,42189000,0.0043588069939204,248.00920842571315,208.27179147428689,63.906611075046456,8.526412818923092,10.258682549292704,,,,-1.7322697303696124
551,2023-03-14,234.960007,242.190002,234.600006,240.630005,240.585281,47491000,4.776626669396045,249.27783333412776,209.27816656587223,67.77695006141185,8.652188852842386,9.93738381000264,,,,-1.285194957160254
552,2023-03-15,237.610001,242.860001,233.600006,242.279999,242.23497,52448600,0.6856975296991807,250.7363033865429,209.07669571345704,54.2974715932556,8.783754339783798,9.706657915958871,,,,-0.9229035761750737
553,2023-03-16,240.270004,255.880005,238.940002,255.410004,255.362534,58325300,5.419351599056266,254.99339642788703,207.59660317211296,65.03935368162728,9.83414075445546,9.73215448365819,,,,0.10198627079726919
554,2023-03-17,259.820007,263.98999,256.679993,257.25,257.202209,84854700,0.7204087432691297,258.88749417223994,207.42550502776007,64.89419252392335,10.69180340122719,9.924084267171992,,,,0.7677191340551985
555,2023-03-20,256.149994,260.23999,251.300003,259.0,258.951874,43274700,0.6802721088435382,261.92728950026566,208.8977091997343,68.24360843511715,11.381518541561434,10.21557112204988,,,,1.1659474195115536
556,2023-03-21,261.799988,263.920013,253.809998,261.98999,261.941315,54740800,1.1544362934362784,263.56186808444426,212.80712931555576,74.52711490181166,12.030707457304118,10.578598389100728,,,,1.4521090682033897
557,2023-03-22,264.25,275.890015,262.369995,264.679993,264.630829,79729500,1.026757930713318,264.70015984358423,217.3828375564158,73.22533379244001,12.616816306307044,10.986241972541992,,,,1.6305743337650522
558,2023-03-23,271.149994,274.98999,266.899994,271.910004,271.859467,56488900,2.7316046513572223,270.0660022561301,215.54399564386983,73.79271436025455,13.508990027818612,11.490791583597316,,,,2.018198444221296
559,2023-03-24,270.309998,271.670013,263.549988,267.790009,267.740234,45492000,-1.5152053765554063,273.5500960528862,215.55290264711385,72.99302766191751,13.72537735917021,11.937708738711896,,,,1.787668620458314
560,2023-03-27,268.369995,270.0,263.649994,265.309998,265.260712,36102600,-0.9261028853395304,276.11324852407563,216.0197504759243,73.18083414795075,13.540661401007869,12.25829927117109,,,,1.2823621298367787
561,2023-03-28,264.470001,265.130005,258.5,264.100006,264.050934,35610400,-0.4560672455321435,277.99202501596,217.33497418404008,67.9093714460476,13.145107810983149,12.435660979133504,,,,0.709446831849645
562,2023-03-29,268.25,270.779999,265.970001,269.839996,269.789856,39369400,2.17341532358768,280.0381772958906,219.57482190410943,79.31261737337923,13.143290293887048,12.577186842084211,,,,0.5661034518028369
563,2023-03-30,272.290009,274.98999,271.019989,273.829987,273.779114,36451600,1.4786507038045071,282.8175777445259,220.8644202554741,86.93980027320741,13.310375107627834,12.723824495192938,,,,0.5865506124348965
564,2023-03-31,271.399994,278.339996,271.049988,277.769989,277.718353,43393300,1.4388497195524377,286.1870786743961,221.38191882560392,87.74517444152384,13.603898980414726,12.899839392237295,,,,0.7040595881774312
